track_id,rmse.kurtosis.01,rmse.max.01,rmse.mean.01,rmse.median.01,rmse.min.01,rmse.skew.01,rmse.std.01
123429,1.3627328873,10.897711754,3.0161700249,2.8759367466,6.3203464379e-05,0.44217398763,1.1641561985
50831,-0.44266533852,17.703472137,6.058786869,6.235871315,0.0,0.21466270089,3.3089089394
38788,-1.013800621,22.403263092,8.9225292206,8.2795782089,0.00074098393088,0.17928765714,5.3926062584
617,-0.54260492325,8.9746742249,2.5979340076,2.6531596184,0.0,0.18018837273,1.5410284996
33256,1.6308236122,19.976301193,4.7803859711,3.7554011345,3.8618352846e-05,1.2660275698,3.8212356567
110751,-0.67696881294,19.604883194,6.5586462021,6.4898338318,0.071745991707,0.34593379498,3.9490089417
14175,2.2757930756,9.6895427704,1.6069254875,1.1935122013,9.0292787718e-06,1.4501430988,1.3942266703
27606,0.52671980858,15.856981277,8.0486402512,8.3673849106,9.6954263427e-06,-0.61840552092,2.6986134052
3605,-0.18109440804,10.872890472,3.3795437813,3.1898162365,2.137149022e-05,0.50230538845,1.7160154581
36991,0.68049168587,23.707843781,10.160587311,10.033265114,0.0,0.47059708834,5.1847977638
25368,-1.2052730322,11.802519798,4.6544466019,4.5678582191,0.82168984413,0.16722731292,2.2308301926
91716,0.25660181046,18.93003273,6.2912788391,6.366101265,0.0,0.300570786,3.6849205494
50334,2.0249838829,7.9790859222,0.9990836978,0.75715613365,0.0,1.3241026402,0.93256050348
14994,-0.18045258522,19.070074081,5.3481993675,3.2443363667,0.0,1.037989974,5.1802625656
8497,2.29246521,5.8022217751,3.0315520763,2.9573221207,2.348482667e-05,-0.49174493551,0.85318726301
19924,1.5345945358,18.19380188,3.4130132198,3.0082952976,0.0,1.1212176085,2.4147973061
36990,2.574028492,23.096717834,11.429894447,11.314112663,0.0,0.62368154526,3.3676702976
11758,1.4832925797,4.6090197563,0.83672624826,0.77571457624,1.0626107724e-05,0.84877192974,0.50279021263
14337,0.90304732323,14.768228531,4.4698381424,4.5479030609,1.2304039046e-05,-0.039548721164,1.9337986708
14822,0.16956472397,19.676485062,5.89995718,5.1499443054,0.0,0.79544484615,4.3439035416
23040,2.7736525536,9.666466713,2.5072579384,2.3426783085,0.0,1.2850568295,1.5202600956
54282,1.0823082924,13.404193878,5.2337388992,5.2544813156,0.00045552605297,-0.28319117427,1.9798289537
39426,0.29264807701,12.608815193,4.7822575569,4.5860829353,4.5882436098e-05,0.51010626554,1.9462674856
29952,-0.46835255623,9.8678741455,3.508975029,3.0545358658,0.0,0.71704286337,2.6938714981
8513,0.31095480919,5.7728219032,1.7420307398,1.5298452377,7.4303068686e-05,0.63136941195,0.84087687731
11957,-0.086064815521,11.884654999,2.3835582733,2.1458315849,0.0,0.70423489809,1.9944384098
37730,0.76747274399,10.601461411,3.944149971,3.9619271755,3.2861640648e-05,-0.10807949305,1.2836575508
39746,4.0160269737,7.4027657509,1.0736438036,0.88599300385,0.0,1.6007841825,0.87441027164
6004,0.17729234695,12.415874481,2.8558011055,2.3296337128,0.0,0.85650312901,2.1221382618
35537,3.1165380478,15.76125145,9.257062912,9.731086731,0.082777075469,-1.6210064888,2.7078311443
75034,3.0322213173,16.171354294,8.3477096558,8.7743835449,7.160558016e-05,-1.2609623671,2.2135248184
13834,0.66332030296,19.654809952,4.9791297913,4.3140063286,0.0,0.99185192585,3.3136405945
36385,0.43244743347,19.141765594,9.1284170151,9.0956020355,0.0,-0.23663789034,3.0304546356
108209,-0.74532842636,17.845855713,7.6662764549,8.1584339142,0.0013635267969,-0.13083104789,3.6180810928
47935,-0.45762252808,11.098955154,3.1659834385,3.1980206966,0.0,0.17422883213,1.7129945755
58606,-0.51066994667,9.4724283218,2.7100200653,2.8593761921,2.3642569431e-05,0.093733377755,1.5667097569
36961,3.8237843513,5.7942285538,1.2318029404,1.1791410446,0.00024698732886,1.1136467457,0.62900447845
23139,0.39705920219,8.1732187271,3.0245482922,3.0585734844,0.0,-0.15711019933,1.1202142239
26310,0.11032342911,9.9236545563,3.4154844284,3.1955623627,7.5159667176e-05,0.46296033263,1.6528757811
6355,1.8048048019,11.177099228,2.8373625278,2.6255326271,1.5749237718e-05,1.0363966227,1.246437192
38771,-1.4187136889,14.389057159,6.6536784172,7.9309549332,0.044766198844,-0.20101454854,3.40965271
100872,-0.12174034119,12.66020298,4.0443897247,3.9396443367,8.8783828289e-08,0.34336495399,2.0967080593
8207,0.33519792557,12.800714493,4.4450836182,4.1440830231,0.0,0.46195611358,1.9315145016
99026,-0.81397128105,18.521650314,5.5273003578,4.245634079,0.0010329971556,0.53036642075,3.935706377
75393,0.1229057312,15.255098343,6.903178215,6.5112261772,0.0003390138445,0.3284496367,2.4480538368
20700,-0.3494977951,15.012770653,3.8427109718,3.355922699,0.0016382690519,0.63595867157,2.9902369976
46637,0.88574123383,3.1643717289,0.86439496279,0.80744880438,0.0,0.84955227375,0.54928380251
35528,0.96719312668,16.173334122,6.9540820122,6.9000864029,0.0057254927233,0.22044254839,2.3115978241
32296,4.6163954735,12.098119736,1.5022693872,1.1428771019,0.0,1.8635416031,1.2543514967
32134,-0.35350704193,10.052881241,4.0934767723,4.3346004486,0.00071836978896,-0.39698085189,1.6848644018
48398,20.892436981,5.1182146072,0.30733183026,0.19341784716,0.00017019966617,3.9034702778,0.42283532023
31363,0.16922593117,15.884523392,6.4324431419,6.6899471283,0.0,-0.2333560735,2.4867739677
1187,1.5701217651,7.3903512955,3.0499947071,3.0303730965,0.0,-0.034650281072,0.98000591993
5624,0.56980419159,10.760779381,3.6281313896,3.2842607498,2.112931179e-05,0.61950367689,1.5915398598
23836,-0.15198922157,14.377449989,6.0936360359,6.0270018578,8.7252701633e-06,-0.0033109744545,2.4611282349
27612,0.5787551403,10.386654854,2.5940289497,2.104003191,0.0,0.98775672913,1.9404370785
33576,6.8094348907,15.08572197,1.4374444485,1.0010757446,9.111973668e-06,2.199239254,1.4138146639
4039,2.4643592834,15.172720909,3.6934740543,3.5171589851,8.1859916463e-06,0.76685345173,1.5310066938
3264,0.28574633598,11.459192276,2.9162580967,2.8386921883,4.2187893996e-05,0.45813629031,1.2535984516
10484,1.6222648621,8.6246986389,5.209731102,5.5591230392,0.0022063115612,-1.3224577904,1.5656303167
17348,0.81798768044,8.955534935,2.238006115,2.1318416595,0.0,0.63694512844,1.0831195116
17944,1.7887878418,6.3854465485,1.4015753269,1.4100055695,2.254719584e-05,0.26455670595,0.5455545187
38781,0.86802339554,13.783934593,5.8593673706,5.764333725,0.0,-0.016389550641,1.9305590391
24468,4.8673419952,4.5723633766,0.955103755,0.76537674665,0.0,2.2287745476,0.90551531315
27607,0.77814221382,14.810658455,4.7360463142,4.2034540176,0.0,1.0126601458,2.5671551228
38520,3.2989354134,11.43321228,2.7203650475,2.4427075386,0.00025812891545,1.4663999081,1.5018262863
38684,-0.7371544838,9.6499404907,3.4688663483,3.3696527481,1.7176123947e-05,0.14074894786,2.0710237026
51424,1.2111186981,16.654993057,6.6094055176,6.6771869659,0.19746550918,0.19293098152,2.2556548119
4770,1.4387221336,6.0108175278,3.1568756104,3.21504879,2.1348738301e-05,-0.77166813612,0.87376213074
10215,-1.2528452873,11.092428207,4.208717823,3.846391201,0.0,0.096651896834,2.4310541153
48154,0.2546350956,14.184034348,6.0405106544,6.1094498634,0.0,-0.039588101208,2.3506178856
16100,1.765745163,22.622756958,5.1144247055,3.3536014557,0.00010344978364,1.5475132465,5.0409960747
19390,2.6905350685,15.525436401,3.6040513515,3.4456436634,0.0054317796603,0.83546411991,1.5902839899
31160,1.0678730011,15.216207504,7.8388953209,7.9472284317,0.0,-0.70900380611,2.6314709187
5078,-0.686439991,11.270358086,6.4774022102,7.6348080635,0.0,-0.76087230444,2.9758267403
19072,3.5186424255,7.0551772118,1.0447160006,0.74862927198,4.4673339289e-05,1.7768417597,0.97539120913
47174,0.53470778465,8.1195631027,2.8212502003,2.6674637794,0.0,0.69977623224,1.2861671448
30488,-0.50683808327,24.131124496,9.1179189682,8.3688669205,0.0,0.40181839466,4.7293672562
34372,9.8717985153,15.608208656,11.044816017,11.457389832,8.1216494436e-06,-2.5693936348,2.2478578091
14876,0.64034080505,10.545575142,2.6632137299,2.3587925434,0.0,0.91174727678,1.8326513767
114201,-0.26373100281,15.295890808,5.4387688637,5.6862053871,0.00048270827392,-0.027713943273,2.474216938
663,1.2415933609,11.455152512,1.6117364168,1.1403108835,0.0,1.2671848536,1.5567724705
5967,1.6531023979,13.995879173,3.4933886528,3.0852692127,8.3480836111e-06,1.1635959148,1.7622686625
45610,0.60576200485,9.389670372,1.8807810545,1.196149826,0.0,1.2329319715,1.9497659206
404,-0.43556118011,10.096061707,2.6413164139,2.7809147835,0.00011711680418,0.044635392725,1.4620149136
55918,0.096705436707,8.4267148972,3.4181210995,3.750931263,3.1815627608e-06,-0.39366295934,1.4407612085
8025,0.74256110191,13.088232994,5.9347681999,6.0170688629,3.8140267407e-06,-0.19014234841,1.8592833281
29953,1.1093883514,12.707658768,3.1130325794,2.0229325294,0.0,1.567045331,2.725934267
77376,1.9461317062,18.278623581,6.2133307457,5.9984235764,9.4250965049e-05,0.64156544209,2.6774680614
16036,0.23424267769,5.7249717712,2.2377815247,2.2225115299,0.0,0.27356380224,1.0446609259
20000,0.25242877007,12.535695076,3.9465334415,3.2593388557,0.0,0.84833955765,2.4517066479
823,-0.34899425507,14.373253822,3.7550487518,3.2572250366,8.1667756604e-05,0.73857975006,3.2433214188
72053,-0.22317290306,10.272731781,3.8129863739,3.7421343327,0.00033100106521,0.15770637989,1.9234991074
52228,-0.10996699333,12.551105499,6.0303826332,6.1608147621,0.0,-0.31411075592,2.1022639275
48193,-0.11435031891,14.234493256,5.6722230911,5.9810347557,0.0,-0.42340278625,2.4735660553
28405,0.31104183197,14.751420975,2.6898298264,2.0648622513,0.0,0.90372174978,2.5988276005
12648,1.7506670952,17.123575211,3.2793869972,2.5927987099,0.006907932926,1.284209609,2.558891058
16623,1.7345576286,5.6238136292,1.08727777,0.9383354187,0.00014052457118,1.1890001297,0.91796904802
40879,0.032086849213,6.8631458282,1.8579896688,1.8609791994,0.0,0.3693600595,1.029594779
6465,-0.87641978264,13.312171936,3.9824211597,3.3112998009,8.4076309577e-05,0.50236278772,2.8011357784
115358,-1.0088633299,12.208681107,5.0840120316,4.9875531197,0.00041574324132,-0.074282109737,2.6112675667
49580,0.50901579857,12.763257027,2.9764642715,3.0930063725,7.9532605014e-05,0.55048650503,2.0831990242
50210,0.20446872711,3.0181727409,1.2266111374,1.2416832447,0.0015063676983,-0.3295352757,0.54743039608
1699,-0.15539193153,13.627693176,4.7254805565,4.6820878983,0.0,0.29084250331,2.3989796638
1748,3.5975990295,21.009344101,5.3124704361,4.6614656448,0.0,1.4940561056,3.1563827991
35377,-1.0669795275,15.951722145,6.0743074417,6.8851089478,0.0011850640876,-0.083116255701,3.2105879784
12050,1.0652012825,13.023431778,6.7116451263,6.7550034523,0.00016356600099,-0.33288726211,1.8440965414
48150,-1.2437028885,10.838873863,3.1885244846,2.9662480354,0.0,0.32168999314,2.4939572811
38541,-0.019033193588,16.326190948,7.1077194214,7.1594076157,0.00049467012286,-0.071951538324,2.7333664894
42746,-0.2086083889,16.150659561,4.2209744453,3.8970785141,0.0,0.4792355001,2.7671556473
39065,-1.315103054,18.727132797,7.5508775711,6.1874399185,0.0005180654116,0.30594027042,4.7294602394
46262,1.9131793976,7.2054109573,3.5946962833,3.6936731339,0.0,-0.94845539331,1.1660273075
23033,-0.5402340889,5.9517807961,2.2983968258,2.3122696877,0.0,0.10870711505,1.1297025681
52216,1.9233541489,11.172657967,5.5691685677,5.6393299103,9.8116892332e-05,-0.5714289546,1.4193700552
17823,-0.28039264679,7.9910421371,2.0743553638,1.9345796108,1.420947774e-05,0.47743973136,1.1784738302
65788,2.1659393311,7.4445319176,1.4718108177,1.2225060463,0.0054738004692,1.3288564682,1.0067764521
82894,5.8305606842,12.042545319,2.2628803253,1.915315032,0.0,2.0565290451,1.3376876116
81664,-0.49076628685,15.342987061,4.7715539932,4.5587663651,6.1282924435e-05,0.36800161004,2.8346750736
39421,0.68199825287,12.553490639,4.8274583817,4.7045001984,2.4429322366e-05,0.31290751696,1.9747275114
69272,1.8840403557,8.9381694794,3.6665058136,3.5483751297,1.6812096874e-05,0.4375193119,1.2413982153
74938,-0.15915298462,13.485311508,6.4405899048,6.8616056442,0.0,-0.3390108645,2.6826434135
35553,0.67812466621,4.1063489914,1.5982789993,1.6591908932,0.020367726684,-0.57231247425,0.54121351242
37123,0.89504909515,5.8173909187,1.5542123318,1.4615910053,0.0,0.75867044926,0.92583465576
66097,2.4429483414,15.426415443,3.9563663006,3.7576272488,0.0,1.0365465879,2.0408239365
6405,3.3103084564,11.79534626,2.6675179005,2.3956756592,2.9260087103e-05,1.3798594475,1.4408378601
41565,0.084666967392,9.2537994385,3.9958860874,4.1085791588,0.0,-0.19762255251,1.6375579834
11582,8.9509849548,19.758192062,1.5791006088,1.2577266693,0.0,2.0010631084,1.3893564939
39752,-0.13675618172,22.203910828,8.1560173035,8.1590919495,0.0,-0.056327234954,3.8694198132
95841,2.9434494972,9.7733688354,5.0486006737,5.2290506363,0.0,-1.1618430614,1.4252024889
3225,1.3395638466,14.397363663,2.1211812496,1.326155901,0.002965226071,1.3112158775,2.1445791721
3592,0.21468997002,11.009655952,3.7404503822,3.6446890831,0.0,0.3576259613,1.6709907055
122872,0.0041303634644,8.0740365982,2.3172767162,2.2846574783,5.8457470686e-07,0.35633289814,1.1412899494
33220,-0.39390492439,18.413589478,7.9100036621,8.4168701172,0.0,-0.26898819208,3.4134776592
22559,-0.75856018066,13.888532639,4.3069643974,4.2029523849,6.9915695349e-05,0.25796785951,2.7354590893
91601,0.37134480476,16.482339859,4.355246067,4.2179837227,0.0027930233628,0.46756747365,2.6227171421
19707,0.38982081413,16.21068573,4.4806246758,4.1571159363,0.0,0.64130944014,2.5253903866
63773,2.8434448242,15.287727356,3.508878231,3.2293007374,0.00016289619089,1.1531356573,1.7859960794
84983,-0.17960357666,13.966004372,6.5129899979,7.3155007362,0.0,-0.74413567781,3.0721285343
29474,0.2922077179,12.413690567,3.3027846813,3.413128376,0.0,0.3281635344,2.0573041439
32821,3.3410000801,16.90644455,3.9686050415,3.5706603527,0.0,1.3514152765,2.551425457
56476,8.8636436462,10.064321518,5.5540547371,5.4900045395,8.5964820755e-05,-0.70869338512,0.91491121054
3259,-0.1761136055,6.5879201889,2.0972862244,1.8570671082,6.018345448e-05,0.63777655363,1.0593116283
35612,1.8239912987,14.35217762,2.7080903053,2.2827310562,0.00013799940643,1.1999151707,1.9256583452
39571,-0.47491192818,16.618839264,5.054731369,4.9489574432,0.0,0.40695247054,3.120141983
5182,1.7277598381,13.082668304,4.4432477951,4.4177494049,4.2564257456e-05,0.46660420299,1.5730667114
48158,2.7065520287,14.736627579,5.3900785446,5.0082979202,4.4684376917e-05,1.3241041899,2.0893220901
16424,2.3484539986,13.777780533,2.1796717644,1.8097110987,0.0,1.2368115187,1.699124217
48834,-0.65450143814,16.924631119,6.8180541992,7.4083337784,6.7410139309e-05,-0.45163276792,3.0293684006
20724,2.1337704659,16.962322235,4.3596792221,3.992054224,1.8178156097e-05,0.9312941432,2.0273666382
60280,-0.015345096588,8.1897697449,2.2214856148,2.0143575668,0.079981394112,0.70208954811,1.3520103693
23500,6.4984512329,16.232055664,3.2913765907,2.8394823074,0.23608951271,2.150762558,2.2621719837
39671,5.9435806274,16.006793976,5.0920324326,5.0044622421,0.0,0.4187296927,1.1515333652
73958,0.76378273964,15.301027298,4.4232873917,4.3659257889,0.0018608847167,0.28424096107,2.0964705944
41415,-0.39138412476,10.587690353,2.8815019131,2.5240907669,0.0,0.58790254593,1.8122347593
32906,1.1005744934,9.9882364273,5.8697075844,6.0597400665,0.0011200213339,-0.83457899094,1.4797033072
29854,3.3711977005,9.5172576904,4.1742038727,4.1449780464,0.0,-1.0146081448,1.2801901102
35375,-0.39109063148,14.398665428,4.8370709419,4.9437828064,0.0,0.16057603061,2.7623794079
5079,-0.33817481995,11.590713501,5.2108840942,5.8731718063,0.0,-0.53709512949,2.5923528671
32060,-0.5676472187,15.189049721,5.8768110275,6.0888757706,0.0,-0.19764021039,2.8715367317
34355,0.10614538193,19.721574783,7.9230422974,8.1696805954,6.9666624768e-05,-0.14146819711,3.560792923
4488,0.28653693199,9.7493019104,3.5173602104,3.0836417675,0.00027301715454,0.75616496801,1.7323161364
109516,1.9947419167,13.620659828,3.2080440521,2.9171886444,0.00043500415632,1.0611706972,1.7264006138
1195,0.91354727745,17.365367889,4.4454350471,3.5831956863,9.1488465841e-05,1.1569139957,3.0610661507
11104,6.4349889755,6.0504412651,3.4964604378,3.510756731,0.0092902705073,-0.93143504858,0.55471438169
66739,0.44892597198,7.115483284,1.6824725866,1.5937991142,0.00099560373928,0.57773697376,1.0263947248
78062,1.9626588821,15.971523285,5.3248434067,4.9401612282,1.8698976419e-05,0.9859816432,1.8346065283
92029,0.42138338089,16.878456116,5.4017367363,5.1121845245,0.0,0.62395530939,2.7785158157
115670,1.4086031914,16.153865814,6.1689181328,6.2756047249,0.00032272012322,-0.050993867218,2.2653355598
18020,12.904831886,18.210390091,1.3165735006,0.49014127254,8.628163414e-06,3.0066096783,1.7908089161
37386,-0.051879882812,5.0952854156,2.5705447197,2.8876848221,0.0,-0.78725588322,1.0575296879
36430,-0.54929542542,16.644870758,5.1893777847,6.3159060478,8.3764964074e-05,-0.14607025683,3.1456587315
10091,0.39783072472,10.516270638,3.0815575123,3.0679583549,0.0,0.3226441741,1.4390149117
1118,3.4620723724,14.231365204,8.8655672073,9.416138649,0.0,-1.7936348915,2.456362009
124721,0.21040201187,19.76849556,6.893219471,6.6075825691,0.0,0.65846151114,3.8479466438
24315,-0.14838075638,9.9355688095,3.8648412228,3.7028193474,0.001377150882,0.43527066708,1.5915709734
98345,2.3230834007,15.229067802,3.9517452717,3.4322943687,7.5308926171e-05,1.3647940159,2.2632763386
11133,4.7897338867,16.862628937,3.3338804245,3.0401031971,0.0,1.6595849991,2.0823562145
84987,0.22783136368,12.091274261,5.3183493614,5.3199396133,0.0012626228854,-0.076978370547,1.9932670593
24610,3.3984470367,12.050075531,2.3105347157,2.0091869831,0.012231626548,1.4364675283,1.3937699795
19352,2.0188789368,10.519170761,6.1810688972,6.1450324059,0.0019699682016,-0.88430124521,1.7424139977
4369,3.1247444153,10.136012077,4.8228549957,4.6704587936,9.027296619e-05,0.3658786118,1.0492882729
33543,0.34083867073,10.925780296,3.289046526,3.2308545113,0.0001805346692,0.38719630241,1.4254187346
46765,1.7580957413,14.407853127,3.7781229019,3.841845274,0.0,-0.39109277725,1.2047752142
20488,1.581925869,6.6149106026,3.2490143776,3.2376909256,0.0023563946597,-0.59164810181,1.022177577
33615,0.80897116661,8.068403244,1.924937129,1.8298846483,0.0,0.80030626059,1.2794821262
19595,1.1531233788,13.960303307,3.41624856,2.9002542496,3.5106269934e-05,1.1059751511,2.2114570141
45517,-0.06640791893,15.48418808,4.904109478,4.6114187241,0.00086345872842,0.61000305414,2.9548006058
12509,0.89062619209,8.9468240738,5.8678379059,6.0623159409,0.013791411184,-0.81719350815,1.3398216963
46482,-0.31011033058,5.3684864044,1.403848052,1.2062342167,0.0,0.63065451384,1.0731701851
118621,0.10685777664,9.4178543091,3.0333111286,2.8303070068,0.0,0.48285022378,1.6288453341
15272,0.83471083641,9.2589502335,2.739767313,2.6144652367,0.0,0.66766315699,1.3288710117
117883,0.28708148003,15.397725105,6.9400520325,7.4235854149,1.8578988602e-05,-0.89396977425,2.9796307087
44440,-0.26394748688,7.1891913414,1.7389466763,1.4178493023,0.0,0.71918231249,1.3318225145
81741,-0.37328767776,15.533536911,7.5469779968,7.2347416878,0.00010680279956,0.2002748251,3.2947363853
671,-0.5029027462,17.372953415,5.6630077362,5.5614624023,0.0,0.0058988356031,3.1138446331
4709,1.0428991318,10.247531891,4.3322577477,4.6269602776,4.3943673518e-05,-0.97236585617,1.6066242456
6966,7.0643062592,9.6844778061,0.81121152639,0.38303145766,0.0,2.0516674519,0.98201310635
16394,1.3412027359,7.6283421516,1.7632168531,1.5123666525,0.0,1.1579957008,1.1933325529
19643,0.88388395309,17.853498459,6.8624129295,6.6909632683,9.6515341284e-06,0.40980878472,3.0966467857
47171,1.7073912621,14.196742058,3.8191668987,3.404481411,8.3768600234e-06,1.193179369,2.2490553856
33277,1.9177937508,13.824780464,5.4919681549,5.407459259,0.0,0.57551187277,2.1056239605
9866,40.602485657,18.347213745,15.376092911,15.692378044,0.0,-5.8300824165,1.9958081245
30013,4.406952858,22.993160248,15.874466896,17.184490204,8.2513333837e-06,-2.1735470295,4.7659282684
32522,0.58090901375,16.208799362,5.5652780533,5.3355140686,1.4358704902e-05,0.42681029439,2.1093273163
35957,0.13578248024,14.312058449,5.3339977264,5.2744989395,8.877235814e-05,0.30559703708,2.6684398651
7450,-1.3778352737,11.36485672,4.8405866623,6.1780700684,1.8819235265e-05,-0.53202849627,2.799500227
14791,-0.98252248764,18.637681961,5.0066437721,3.2462356091,0.0,0.62047111988,4.8198394775
33045,0.89466810226,13.286392212,4.6159687042,4.6013131142,0.0006568490644,-0.1161839664,1.8053120375
155,2.9149370193,15.560097694,5.9910879135,6.0918335915,0.0,-0.37600445747,1.729649663
16337,0.020237445831,10.235477448,3.0773530006,2.9918003082,0.0,0.38454946876,1.608017683
38775,0.48696112633,16.673158646,6.2411236763,6.0511426926,0.0,0.32122454047,2.6588895321
23524,-0.090140104294,24.756347656,5.8281917572,5.4129300117,0.0,0.44259232283,3.6118319035
39520,2.6184110641,21.095127106,3.8399832249,2.5702197552,0.0,1.6918493509,3.6760334969
41460,10.954167366,13.508156776,1.3986536264,0.90430092812,0.0,2.6632962227,1.4285132885
30896,-0.74034953117,20.122972488,8.1065254211,6.0531930923,0.0,0.78020530939,5.1330566406
37459,3.5346803665,16.533060074,3.5430419445,3.3106069565,2.2210391762e-05,1.1666388512,1.4339210987
33291,-0.05542755127,5.9434585571,3.0493559837,3.0824890137,0.00049532542471,-0.047320064157,0.96270912886
49096,1.5203018188,11.480534554,2.182507515,2.0183057785,0.00042488853796,0.90509825945,1.2226377726
33338,1.6196203232,17.544763565,3.3796308041,2.8910534382,0.00015008915216,1.119546175,2.2108564377
20165,10.234857559,17.725826263,1.6443023682,0.96288776398,1.7457918148e-05,2.9596898556,2.0348436832
42533,1.6969451904,12.358372688,3.4479374886,3.2582066059,0.0,0.91151434183,1.4739373922
13440,0.92687940598,13.692822456,3.9104356766,3.6910810471,0.001161852153,0.61418890953,1.7457333803
