track_id,social_features.artist_discovery,social_features.artist_familiarity,social_features.artist_hotttnesss,social_features.song_currency,social_features.song_hotttnesss
23033,0.2649069128,0.279046,0.276743,0.0001666667,0.040883
52216,0.4781096589,0.405746,0.503405,0.0001985294,0.083211
17823,0.1225839286,0.023166,0.128061,0.00025,0.0385
65788,0.3163006324,0.095403,0.330433,0.0,0.0
82894,0.457781119,0.466152,0.523994,0.0003676845,0.184726
81664,0.4287934343,0.33687,0.447952,0.0,0.0
39421,0.4322107482,0.35119,0.451522,5.84416e-05,0.080559
69272,0.4032459025,0.341373,0.421263,0.0,0.0
74938,0.3928838795,0.29755,0.410438,4.54545e-05,0.03855
35553,0.3559826336,0.305406,0.371888,3.33333e-05,0.0
37123,0.2942690092,0.22839,0.307417,0.00075,0.081766
66097,0.2800684908,0.258569,0.292582,0.00025,0.043313
6405,0.2849072923,0.30581,0.297637,0.0,0.0
41565,0.4692859451,0.406456,0.494594,0.0001666667,0.04028
11582,0.272859586,0.155454,0.285051,0.0,0.0
39752,0.2673258349,0.25354,0.27927,0.0,0.0
95841,0.3363440873,0.277605,0.351372,0.0,0.0
3225,0.1836179192,0.273642,0.191822,0.0,0.0
3592,0.4712562964,0.405622,0.496105,0.0001333333,0.138983
122872,0.4043342739,0.346144,0.4224,0.0,0.0
33220,0.4317426623,0.334702,0.451033,0.0,0.0
22559,0.0753053441,0.177663,0.07867,0.0,0.0
91601,0.2732845964,0.257478,0.285495,0.0,0.0
19707,0.3965136986,0.319191,0.41423,4.54545e-05,0.128354
63773,0.4442178227,0.451698,0.498291,0.0001070234,0.188336
84983,0.4564545317,0.300403,0.476849,2.5e-05,0.03855
29474,0.2812889601,0.269173,0.293857,0.00025,0.03855
32821,0.1102835133,0.046345,0.115211,0.00025,0.040604
56476,0.3435692651,0.385805,0.35892,0.00425,0.157329
3259,0.5563340445,0.460333,0.631625,2.63158e-05,0.0443
35612,0.6355643906,0.416715,0.67931,0.0,0.0
39571,0.440651609,0.338019,0.46034,1.31579e-05,0.043313
5182,0.4069886748,0.332652,0.425173,0.0,0.018359
48158,0.4747826291,0.353747,0.495996,8.0645e-06,0.043971
16424,0.3238646699,0.213109,0.338335,0.0,0.0
48834,0.2556093304,0.244444,0.26703,0.0,0.0
20724,0.1610110003,0.256915,0.168205,0.0,0.0
60280,0.2593032839,0.060326,0.270889,0.0005,0.0598
23500,0.2909091292,0.285843,0.303907,8.33333e-05,0.03855
39671,0.33302824,0.256288,0.347908,0.0,0.0
73958,0.3601159561,0.346116,0.376206,0.0,0.0
41415,0.2527749701,0.067394,0.264069,0.0,0.0
32906,0.285719024,0.187253,0.298485,0.0,0.0
29854,0.502935743,0.396002,0.525407,5.8824e-06,0.035148
35375,0.3222775813,0.284111,0.336677,0.0,0.0
5079,0.4751875377,0.374792,0.496419,2.7933e-06,0.04028
32060,0.2958742852,0.308441,0.309094,0.0,0.0
34355,0.1477179367,0.21352,0.154318,0.0,0.0
4488,0.1604596354,0.113373,0.167629,0.00025,0.04425
109516,0.4431136065,0.279967,0.462912,5.55556e-05,0.068649
1195,0.4368248617,0.510935,0.533065,0.0061176471,0.302132
11104,0.3983525389,0.301806,0.416151,0.0003521127,0.139345
66739,0.3174282502,0.163013,0.331611,0.0,0.0
78062,0.4856865462,0.531892,0.61127,0.011501364,0.351851
92029,0.2988886048,0.188252,0.312243,0.0,0.0
115670,0.3487890445,0.234995,0.364373,2.77778e-05,0.043313
18020,0.0922617298,0.034531,0.096384,0.0,0.0
37386,0.1511649247,0.218588,0.157919,0.00075,0.088599
36430,0.396403617,0.299473,0.414115,0.0,0.0
10091,0.2793371665,0.053097,0.291818,0.0,0.0
1118,0.3398571242,0.272074,0.355042,0.0,0.0
124721,0.4034536216,0.35754,0.42148,0.0,0.0
24315,0.1417419451,0.1772,0.148075,0.0005,0.0598
98345,0.2683357134,0.225215,0.280325,0.0005,0.070213
11133,0.4715691169,0.505301,0.570771,0.0,0.0
84987,0.4564545317,0.300403,0.476849,4.16667e-05,0.03855
24610,0.5377268903,0.411414,0.570581,0.0102211609,0.411231
19352,0.3349429749,0.405435,0.352514,0.0,0.0
4369,0.4077888347,0.498795,0.488954,0.0,0.0
33543,0.3934632085,0.69199,0.648443,0.0015628949,0.263769
46765,0.1369988667,0.081148,0.14312,0.0,0.0
20488,0.1756537593,0.216065,0.183502,0.00025,0.0385
33615,0.4186246483,0.422624,0.451081,9.375e-05,0.086626
19595,0.3066134571,0.274922,0.320313,0.0,0.0
45517,0.3229428567,0.306302,0.337372,0.0,0.0
12509,0.4435252158,0.361999,0.463342,1.5625e-05,0.043313
46482,0.2597493534,0.249581,0.271355,0.0,0.0
118621,0.3133447038,0.045758,0.327345,0.0,0.0
15272,0.4166608313,0.439607,0.4596,0.0001,0.127235
117883,0.4718410589,0.310335,0.492923,7.40741e-05,0.116367
44440,0.2533531375,0.233336,0.264673,0.0,0.0
81741,0.4287934343,0.33687,0.447952,0.0,0.0
671,0.3499243202,0.266827,0.365559,0.0,0.0
4709,0.4452033101,0.538078,0.565522,0.0,0.0
6966,0.1308400439,0.204922,0.136686,0.0,0.0
16394,0.0714448324,0.126182,0.074637,0.0,0.0
19643,0.2969052227,0.207552,0.310171,2.5e-05,0.043971
47171,0.1593521194,0.015813,0.166472,0.0005,0.065194
33277,0.5037828922,0.386975,0.526292,0.0,0.0
9866,0.4398686897,0.457047,0.497108,0.0006531205,0.219469
30013,0.1683855061,0.188529,0.175909,0.0,0.0
32522,0.3562075829,0.262378,0.372123,0.0,0.0
35957,0.2597761559,0.233473,0.271383,0.0,0.0
7450,0.4339907866,0.640949,0.650722,0.0020762238,0.265798
14791,0.3069561457,0.386068,0.320671,0.0,0.0
33045,0.3746017292,0.262303,0.391339,0.0,0.0
155,0.2627167688,0.173315,0.274455,0.0,0.0
16337,0.2777137032,0.311459,0.290122,0.0,0.0
38775,0.3278008028,0.291611,0.342447,0.0,0.0
23524,0.3222775813,0.284111,0.336677,0.0,0.0
39520,0.2982826778,0.273876,0.31161,0.0,0.0
41460,0.2529740741,0.261616,0.264277,0.00125,0.097529
30896,0.4256805199,0.282872,0.4447,0.0,0.017012
37459,0.3933356924,0.233583,0.41091,1.28205e-05,0.04028
33291,0.3880412491,0.39565,0.405379,0.0,0.0
49096,0.2583728556,0.199418,0.269917,0.0005,0.0598
33338,0.4422099807,0.344128,0.461968,0.0,0.0
20165,0.3239221037,0.308312,0.338395,0.0,0.0
42533,0.3237249142,0.318702,0.338189,0.00275,0.155275
13440,0.2545812646,0.222306,0.265956,0.0,0.0
34669,0.2597761559,0.233473,0.271383,0.00025,0.041133
32878,0.4568020064,0.328094,0.477212,0.0,0.003427
47443,0.2422770203,0.194662,0.253102,0.0,0.0
179,0.2756719299,0.162622,0.287989,0.0005,0.062497
3634,0.4154237923,0.379303,0.433985,0.0,0.0
67650,0.334181703,0.266058,0.349113,0.0,0.0
17842,0.1633341994,0.262325,0.170632,0.0,0.0
3701,0.3212715318,0.315041,0.335626,0.0,0.0
47056,0.3359296064,0.068066,0.350939,0.00025,0.0
120172,0.4168002901,0.360248,0.435423,0.0,0.0
3916,0.304679851,0.296572,0.318293,0.0,0.0
5269,0.4198199441,0.537123,0.532516,0.0006697211,0.238878
6716,0.4678463528,0.437537,0.514585,0.0003967213,0.199245
37919,0.325453673,0.265698,0.339995,0.0001666667,0.0611
32453,0.4108075583,0.486924,0.48426,0.00025,0.0443
40512,0.2956043461,0.244396,0.308812,0.0,0.0
6780,0.3840141793,0.295117,0.401172,0.0005,0.03855
16388,0.0771872597,0.057416,0.080636,0.00025,0.03855
58613,0.4377064995,0.418789,0.469166,1.21951e-05,0.072067
3756,0.4134350895,0.474492,0.478829,0.0,0.0
16898,0.2587107581,0.17808,0.27027,0.0,0.0
16049,0.348687578,0.278557,0.364267,0.0,0.0
31358,0.5024347683,0.449687,0.562019,0.0009175627,0.223465
100855,0.4044261681,0.354112,0.422496,0.0001666667,0.043313
4432,0.1779673861,0.158064,0.185919,0.0,0.0
33349,0.3811444015,0.286116,0.398174,0.0,0.0
1801,0.1053767484,0.162315,0.110085,0.0,0.0
64030,0.4261953851,0.474845,0.493854,0.0001838906,0.093694
6461,0.4388893472,0.37407,0.458499,7.4627e-06,0.089353
36280,0.447806909,0.288478,0.467815,0.0,0.003092
13746,0.4499645071,0.32315,0.470069,0.0,0.0
10363,0.2558036482,0.079418,0.267233,0.0,0.0
40224,0.3342180778,0.266578,0.349151,0.0005157895,0.147405
8021,0.365889972,0.331165,0.382238,0.0,0.0
113331,0.2613575011,0.057022,0.273035,0.00125,0.09965
30376,0.0812296452,0.095604,0.084859,0.0,0.017287
25236,0.385062347,0.363347,0.402267,0.0001046512,0.077099
84283,0.4471492914,0.367787,0.467128,0.0004740741,0.177039
41456,0.2529740741,0.261616,0.264277,0.001,0.087605
3566,0.4144805719,0.625542,0.605138,8e-05,0.102861
35386,0.3222775813,0.284111,0.336677,0.0,0.0
99295,0.4937568572,0.358886,0.515818,8.33333e-05,0.048359
68711,0.3927163641,0.322604,0.410263,0.0,0.0
91941,0.4717044853,0.496376,0.563625,0.0038003403,0.306503
29532,0.4495854437,0.308431,0.469673,1e-05,0.04028
39148,0.3946167617,0.526568,0.492742,0.0005,0.043313
18969,0.2580732424,0.166289,0.269604,0.0,0.0
95846,0.3363440873,0.277605,0.351372,3.33333e-05,0.04028
1476,0.2573591482,0.164944,0.268858,0.0005,0.062497
31553,0.1840544165,0.14391,0.192278,0.0,0.0
18744,0.5275480604,0.355465,0.551119,1.92308e-05,0.0443
11410,0.3285512717,0.225788,0.343231,0.0,0.0
91056,0.2980682581,0.069381,0.311386,0.0,0.0
60353,0.3857773983,0.337025,0.403014,0.0,0.0
49933,0.3765076698,0.410917,0.39924,0.0,0.0
49812,0.5259638435,0.365866,0.549464,0.0,0.0
1483,0.1665189061,0.182496,0.173959,0.0,0.0
687,0.3499243202,0.266827,0.365559,0.0,0.0
5270,0.4198199441,0.537123,0.532516,0.0031203008,0.336422
18218,0.1318307778,0.06893,0.137721,0.0,0.0
15960,0.2091424775,0.246852,0.218487,0.0,0.0
19775,0.3286718828,0.293969,0.343357,0.0,0.0
23510,0.2890779468,0.187149,0.301994,0.0005,0.070213
11871,0.2782401801,0.079871,0.290672,0.0005,0.070134
4424,0.1000937919,0.07358,0.104566,0.0,0.0
110859,0.4040777361,0.335276,0.422132,0.0148218575,0.0
43241,0.5030365699,0.432747,0.549643,0.0,0.0
110981,0.3793457649,0.18795,0.396295,1.91489e-05,0.098344
17378,0.266973574,0.270141,0.278902,0.0,0.0
49532,0.0849389144,0.01582,0.088734,0.0,0.0
38367,0.0909474519,0.029931,0.095011,0.0,0.0
63778,0.4442178227,0.451698,0.498291,0.0002782609,0.187605
15483,0.3067761863,0.227896,0.320483,0.0,0.0
93027,0.4697100501,0.499894,0.564093,0.0046101974,0.293029
39303,0.2107917861,0.088514,0.22021,0.0005,0.062497
33200,0.3098996303,0.214556,0.323746,0.0,0.0
101081,0.3462514257,0.318968,0.361722,0.0,0.0
38785,0.3278008028,0.291611,0.342447,0.0,0.0
6517,0.0674187198,0.149225,0.070431,0.0,0.0
20745,0.2898389452,0.074445,0.302789,0.0,0.0
1640,0.4054025434,0.391844,0.423516,0.0,0.0
55718,0.3952884432,0.291847,0.41295,6.9444e-06,0.04028
9995,0.4616254922,0.383847,0.482251,0.0,0.0
11754,0.2575170913,0.075097,0.269023,0.0,0.0
19662,0.4488254025,0.351283,0.468879,0.0,0.0
49365,0.1233621572,0.218428,0.128874,0.0,0.0
91935,0.4502689172,0.422899,0.485362,0.0002137809,0.173605
44772,0.277783581,0.254133,0.290195,0.0,0.0
48391,0.2926953218,0.163549,0.305773,0.0,0.0
19752,0.3286718828,0.293969,0.343357,0.0,0.0
29950,0.1780018464,0.214126,0.185955,0.0,0.0
39856,0.1055806386,0.12588,0.110298,0.0,0.0
6768,0.1062401706,0.14177,0.110987,0.0,0.0
1574,0.3086600165,0.277567,0.322451,0.0,0.0
38953,0.2436439459,0.061062,0.25453,0.001,0.09649
1051,0.242881033,0.009977,0.253733,0.0,0.0
37638,0.2131188141,0.306242,0.222641,0.0,0.0
23412,0.252247536,0.254184,0.263518,0.0,0.0
19241,0.2053547154,0.285253,0.21453,0.0,0.0
115676,0.3487890445,0.234995,0.364373,0.0001111111,0.068649
98613,0.4937597289,0.359987,0.515821,0.0001953125,0.145168
16343,0.4453887617,0.482854,0.521989,0.0013424658,0.215207
30622,0.1713739806,0.153663,0.179031,0.0,0.0
39535,0.1387276254,0.043564,0.144926,1.66667e-05,0.0
50393,0.3711078369,0.324442,0.387689,4.16667e-05,0.03855
6669,0.3034450233,0.309076,0.317003,0.0,0.0
32329,0.1675575015,0.236181,0.175044,0.00075,0.088599
14776,0.4144805719,0.625542,0.605138,0.0019607843,0.280853
97142,0.2464199151,0.115814,0.25743,0.00025,0.041556
38673,0.237729217,0.130593,0.248351,3.33333e-05,0.043313
31477,0.1469693823,0.263541,0.153536,0.0,0.0
85420,0.4045475584,0.421826,0.435435,0.0,0.0
41568,0.3196046882,0.417204,0.341832,0.0,0.0
21695,0.143338606,0.08929,0.149743,5e-05,0.037729
104690,0.4328540072,0.376709,0.452194,0.0002962963,0.183206
33597,0.3681318065,0.201033,0.38458,0.0001285714,0.077099
40281,0.2249693309,0.287535,0.235021,0.001,0.087605
1533,0.2938095384,0.220324,0.306937,0.0,0.0
26173,0.1658699037,0.274876,0.173281,0.0,0.0
7901,0.4322107482,0.35119,0.451522,0.0,0.0
42771,0.3026246765,0.319994,0.316146,8.33333e-05,0.043313
42462,0.3781702855,0.390339,0.395067,0.0,0.0
1722,0.0855065523,0.143335,0.089327,0.0,0.0
16039,0.3515209811,0.315684,0.367227,0.0,0.0
41404,0.2527749701,0.067394,0.264069,0.0,0.0
42239,0.3036163676,0.315622,0.317182,0.0,0.0
34541,0.2698500524,0.184198,0.281907,0.0,0.0
12751,0.4960692517,0.427202,0.537905,2.17391e-05,0.0443
51631,0.3289552231,0.186904,0.343653,0.0001066667,0.102097
35388,0.3222775813,0.284111,0.336677,0.0,0.0
62858,0.4906397687,0.52263,0.609088,0.0007565257,0.289056
35951,0.2597761559,0.233473,0.271383,0.0,0.0
46103,0.1716219033,0.221238,0.17929,0.00025,0.03855
63035,0.270681886,0.259756,0.282776,0.00025,0.0
34475,0.1825850673,0.184149,0.190743,0.00025,0.0385
12487,0.4435252158,0.361999,0.463342,7.40741e-05,0.068649
28058,0.2168328695,0.263222,0.226521,0.0005,0.0598
4162,0.1266808763,0.164275,0.132341,0.0,0.0
30913,0.4256805199,0.282872,0.4447,0.0,0.0
84774,0.4863736667,0.401349,0.509041,0.0004620939,0.120313
42750,0.3934199288,0.313579,0.410998,7.03125e-05,0.077099
520,0.2592161759,0.170873,0.270798,0.00025,0.043326
10090,0.1425058152,0.025796,0.148873,0.0,0.0
43131,0.217229163,0.132214,0.226935,0.0,0.0
51934,0.0939005088,0.169728,0.098096,0.00025,0.04307
71503,0.3799719409,0.457132,0.429468,0.0,0.0
4018,0.3187061533,0.358728,0.332946,0.00025,0.040604
24469,0.1670214523,0.179654,0.174484,0.001,0.0598
3604,0.3877942836,0.293734,0.405121,0.0,0.0
38799,0.2703966312,0.185437,0.282478,0.0,0.0
3859,0.4202989686,0.355992,0.439078,0.0003333333,0.068649
16687,0.4359090746,0.510245,0.531413,0.0,0.0
1323,0.1082063226,0.035767,0.113041,0.0,0.0
12497,0.1232319738,0.264185,0.128738,0.0005,0.070134
29024,0.2985765476,0.272331,0.311917,0.0,0.0
45015,0.417940352,0.332789,0.436614,8.65385e-05,0.080559
13817,0.2892138735,0.070829,0.302136,0.0,0.0
97895,0.3666088523,0.192784,0.382989,5.12821e-05,0.0611
1703,0.413261408,0.386032,0.431726,1.06383e-05,0.044046
11200,0.263107319,0.205872,0.274863,0.0,0.0
1370,0.2810410373,0.26689,0.293598,0.0,0.0
48200,0.3437654974,0.174914,0.359125,0.0001,0.0385
15951,0.3222775813,0.284111,0.336677,0.0,0.0
33025,0.4673650479,0.259935,0.488247,0.0,0.0
15965,0.2091424775,0.246852,0.218487,0.0,0.0
95915,0.3656765096,0.255264,0.382015,9.57447e-05,0.075459
48201,0.3437654974,0.174914,0.359125,0.000125,0.0385
75390,0.5017238889,0.330945,0.524141,0.0,0.0
3472,0.4660429139,0.435621,0.511246,0.0005397946,0.217374
26959,0.298308523,0.307876,0.311637,0.0,0.0
814,0.4631580187,0.391173,0.483852,0.0,0.0
31441,0.4689846823,0.357594,0.489939,0.0,0.0
2126,0.2522944403,0.105059,0.263567,0.00025,0.037729
35467,0.4408457395,0.537326,0.559356,0.0,0.0
52364,0.4717222493,0.468351,0.541624,0.0007142857,0.153252
39063,0.1663198021,0.098513,0.173751,0.001,0.100569
44238,0.1474518266,0.066589,0.15404,0.00025,0.043313
31038,0.3322059787,0.245147,0.347049,0.0,0.0
35749,0.0917476969,0.025797,0.095847,0.0,0.0
5037,0.4143488221,0.359429,0.432862,0.0,0.0
1678,0.0743672579,0.041603,0.07769,0.0,0.0
48376,0.3286718828,0.293969,0.343357,0.0,0.0
29818,0.5100553808,0.592416,0.70492,0.0220383212,0.380144
16651,0.3604117404,0.163973,0.376515,2.94118e-05,0.04028
20471,0.3996256558,0.138453,0.417481,6.25e-05,0.03855
7492,0.3419410156,0.28047,0.357219,5.55556e-05,0.044046
41812,0.1358903934,0.123226,0.141962,0.001,0.094928
54172,0.4016454127,0.291938,0.419591,0.0,0.0
42045,0.4014893841,0.267427,0.419428,0.0,0.0
41807,0.2583020205,0.127922,0.269843,0.0,0.0
98615,0.4937597289,0.359987,0.515821,0.0032622334,0.0
1810,0.1053767484,0.162315,0.110085,0.0,0.0
31614,0.2795946616,0.284694,0.292087,0.0,0.0
91733,0.3481965186,0.257655,0.363754,0.0,0.0
18198,0.3349429749,0.405435,0.352514,0.0,0.0
16653,0.3604117404,0.163973,0.376515,2.38095e-05,0.04028
4253,0.4112276624,0.511817,0.502474,0.0,0.0
258,0.4654485962,0.406155,0.490348,0.0,0.0
44475,0.3440693178,0.442725,0.38117,0.0005,0.0
1292,0.0833479969,0.129119,0.087072,0.0,0.0
21364,0.3377617461,0.234808,0.352853,0.0,0.0
9875,0.4198199441,0.537123,0.532516,0.001025641,0.237338
36330,0.2530516098,0.224753,0.264358,0.0,0.0
35392,0.3863507796,0.340884,0.403613,0.0,0.0
