track_id,file,album.title,artist.name,track.genre1
14721,fma_large/014/014721.mp3,Barriers,pandoras.box,Rock
627,fma_large/000/000627.mp3,Viridian City,Ed Askew,Folk
13647,fma_large/013/013647.mp3,netBloc Vol. 02: DRM killed the music-product machine,Frivolous vs DJG,Electronic
6527,fma_large/006/006527.mp3,Live at WFMU on Keili's Show 2/15/09,Schocholautte,Rock
97138,fma_large/097/097138.mp3,Fantasy Remover,Honnda,Pop
30615,fma_large/030/030615.mp3,Friends or Whatever,Friends or Whatever,Pop
65892,fma_large/065/065892.mp3,Bush of Thorns,Fast Freddie Fourier and the Transforms,Folk
31342,fma_large/031/031342.mp3,Live on WFMU's Transpacific Sound Paradise with Bob Weisberg 12/12/2009,Debo Band,International
9844,fma_large/009/009844.mp3,Live on WFMU July 21 1996; Live At The Stork Club with Stork,Love Craft,Rock
14525,fma_large/014/014525.mp3,Les Alpes,Kania Tieffer,Electronic
22096,fma_large/022/022096.mp3,netBloc Vol. 25: From Darkness Cometh The Light,Nic Bommarito,Rock
75386,fma_large/075/075386.mp3,Aligned Archetype,Kellee Maize,Hip-Hop
36126,fma_large/036/036126.mp3,Shouting At The Wind,Eaters,Rock
22235,fma_large/022/022235.mp3,"Live on WFMU's Talk's Cheap Dec 15, 2009",Tonstartssbandht,Rock
48014,fma_large/048/048014.mp3,Artsongs: Songs Inspired By Artists & Works of Art,Sonny Smith,Country
123429,fma_large/123/123429.mp3,Live at Primavera Sound 2015,Ex Hex,Rock
50831,fma_large/050/050831.mp3,Parče života,Ljudske Potrebe,Rock
38788,fma_large/038/038788.mp3,Jus Like Music & Apple Juice Break present: Oscillations Part 2,Slugabed,Electronic
617,fma_large/000/000617.mp3,Viridian City,Ed Askew,Folk
33256,fma_large/033/033256.mp3,95 [LCL02],Minus,Electronic
110751,fma_large/110/110751.mp3,Slave Education XE,The Impossebulls,Hip-Hop
14175,fma_large/014/014175.mp3,Live at WFMU with Liz Berg on 5/11/2009,We Are the Arm,Rock
27606,fma_large/027/027606.mp3,II (friendly radio version),The Grand Astoria,Rock
3605,fma_large/003/003605.mp3,Live at WFMU on Stork's Show on 7/21/1996,Emma Peel,Rock
36991,fma_large/036/036991.mp3,Joanna Preciado,Black Ant,Hip-Hop
25368,fma_large/025/025368.mp3,iHyper,Zabutom,Electronic
91716,fma_large/091/091716.mp3,Needs,Carroll,Pop
50334,fma_large/050/050334.mp3,Love Hurts,Claudio Nuñez,Jazz
14994,fma_large/014/014994.mp3,Melbourne Macropus,markojux,Electronic
8497,fma_large/008/008497.mp3,Live at WFMU on Terre T's Show on 10/18/2003,Paybacks,Rock
19924,fma_large/019/019924.mp3,Food Miles,THF Drenching,Electronic
36990,fma_large/036/036990.mp3,Joanna Preciado,Black Ant,Hip-Hop
11758,fma_large/011/011758.mp3,"Franz Schubert's Sonata in B Flat, D. 960",David H. Porter,Classical
14337,fma_large/014/014337.mp3,Live at WFMU on Beastin' the Airwaves! 5/24/2009,Asa Ransom,Rock
14822,fma_large/014/014822.mp3,whatwhat?,David Last,Electronic
23040,fma_large/023/023040.mp3,netBloc Vol. 26: N.E.T.A.U.D.I.O.,Profi Bros,Soul-RnB
54282,fma_large/054/054282.mp3,"Live at WFMU on Beastin' The Airwaves with Keili on August 31, 2011",Abstract Artimus,Rock
39426,fma_large/039/039426.mp3,"Live on WFMU's Cherry Blossom Clinic, Nov.13, 2010",Box Elders,Pop
29952,fma_large/029/029952.mp3,The DTV Beat Tape,Deal The Villain,Hip-Hop
8513,fma_large/008/008513.mp3,Live at WFMU on Diane's Show on 11/6/2008,Triclops!,Rock
11957,fma_large/011/011957.mp3,ccMixter [Sunbyrn],Sunbyrn,Blues
37730,fma_large/037/037730.mp3,Live at ATP-NY 2010,Bardo Pond,Rock
39746,fma_large/039/039746.mp3,The Great Plains,Krestovsky,Rock
6004,fma_large/006/006004.mp3,Street-level Superstar (Owed to Boston),The Space Lady a.k.a. Suzy Soundz,Pop
35537,fma_large/035/035537.mp3,BAZAR,Lorenzo's Music,Rock
75034,fma_large/075/075034.mp3,"Live on WFMU's Dark Night of the Soul with Julie November 15, 2012",Tamaryn,Pop
13834,fma_large/013/013834.mp3,Traverse,Micoland &amp; Holly Bretton,Electronic
36385,fma_large/036/036385.mp3,Queendom Come,ZOE.LEELA,Pop
108209,fma_large/108/108209.mp3,Jazzafari BeaTape Vol.1,Jazzafari,Jazz
47935,fma_large/047/047935.mp3,You Wrote These Songs After I Killed Your Physics Teacher,Long Hair,Rock
58606,fma_large/058/058606.mp3,"Live at WFMU on Pseu's Thing With A Hook, Dec 23rd, 2011",Mike Viola,Rock
36961,fma_large/036/036961.mp3,Facing the Sea,Garmisch,Pop
23139,fma_large/023/023139.mp3,Eros et Psyche,Lee Maddeford,International
26310,fma_large/026/026310.mp3,Nature's Got Away,Karl Blau,Rock
6355,fma_large/006/006355.mp3,Zlatne Uste Balkan Brass Band Live on WFMU from the 2009 Golden Festival in NYC,Zlatne Uste Balkan Brass Band,International
38771,fma_large/038/038771.mp3,Jus Like Music & Apple Juice Break present: Oscillations Part 1,Ocuban,Electronic
100872,fma_large/100/100872.mp3,Indie Pop Instrumentals,Blanket Music,Instrumental
8207,fma_large/008/008207.mp3,P.E.D. N.J. Hardcore 1985-89 (Bootleg),P.E.D.,Rock
99026,fma_large/099/099026.mp3,Ecozoic,The Polish Ambassador,Electronic
75393,fma_large/075/075393.mp3,Aligned Archetype,Kellee Maize,Hip-Hop
20700,fma_large/020/020700.mp3,Live on WFMU's Sound and Safe 11/9/2009,El Perro Del Mar,Pop
46637,fma_large/046/046637.mp3,"Selections, Spring 2011",Gardner Chamber Orchestra,Classical
35528,fma_large/035/035528.mp3,BAZAR,Lorenzo's Music,Rock
32296,fma_large/032/032296.mp3,On The Other Side,Delphine Dora,Pop
32134,fma_large/032/032134.mp3,Live dublab,Silk Flowers,Rock
48398,fma_large/048/048398.mp3,Orff: Carmina Burana,MIT Concert Choir,Classical
31363,fma_large/031/031363.mp3,Amigo Do Tempo,Mombojo,International
1187,fma_large/001/001187.mp3,Don't Cry,Mors Ontologica,Rock
5624,fma_large/005/005624.mp3,Live at WFMU on Liz Berg's show on 5/12/2008,So Cow,Pop
23836,fma_large/023/023836.mp3,Pxl Def,Xerak,International
27612,fma_large/027/027612.mp3,Art Fussion,El Niño del Parking,International
33576,fma_large/033/033576.mp3,Live at WFMU on The Long Rally with Scott McDowell 8/3/10,Dawn of MIDI,Jazz
4039,fma_large/004/004039.mp3,Live at WFMU on Terre T's show 11/8/2008,Nightingales,Rock
3264,fma_large/003/003264.mp3,Live at WFMU on Michael Goodstein's Show on 9/27/2008,Ai Aso,Folk
10484,fma_large/010/010484.mp3,Sew Your Wild Days Tour Vol. 1,Big Blood,Folk
17348,fma_large/017/017348.mp3,Live Candy,Keith Morris & The Crooked Numbers,Rock
17944,fma_large/017/017944.mp3,Live at WFMU on Liz Berg's Show 8/10/09,Dark Meat,Rock
38781,fma_large/038/038781.mp3,Sláinte,Sláinte,International
24468,fma_large/024/024468.mp3,Boom To Bloom,ETHX,Hip-Hop
27607,fma_large/027/027607.mp3,II (friendly radio version),The Grand Astoria,Rock
38520,fma_large/038/038520.mp3,Count Your Blessings (1987-1989),Transmitters,Rock
38684,fma_large/038/038684.mp3,Grossmutter,Debmaster,Electronic
51424,fma_large/051/051424.mp3,Decades,4mat,Electronic
4770,fma_large/004/004770.mp3,Low Live at ATP-NY 9/20/2008 on WFMU,Low,Rock
10215,fma_large/010/010215.mp3,When Eggs Burst,Panicphobia,Rock
48154,fma_large/048/048154.mp3,The Joey Burns EP,Meanwhileproject.ltd,Pop
16100,fma_large/016/016100.mp3,En toch wakker,D'r Sjaak,Pop
19390,fma_large/019/019390.mp3,The Mint Chicks: Live at KBOO,The Mint Chicks,Rock
31160,fma_large/031/031160.mp3,Enxugando Gelo,BNegão & Seletores de Freqüência,Rock
5078,fma_large/005/005078.mp3,Boredom and Terror,Intelligence,Rock
19072,fma_large/019/019072.mp3,Live on Sound and Safe with Trent at WFMU 9/21/09,Wildbirds and Peacedrums,Rock
47174,fma_large/047/047174.mp3,The Bandung Dubai Connection,SWERTE AND MADROTTER,Hip-Hop
30488,fma_large/030/030488.mp3,Delirious,Amil Byleckie,Pop
34372,fma_large/034/034372.mp3,HLFP #4 Sound Explosions,Homemade-LoFi-Psych,Rock
14876,fma_large/014/014876.mp3,It's Getting Cold Outside,Ezekiel Honig,Electronic
114201,fma_large/114/114201.mp3,From the Outside Looking In,Fallen to Flux,Rock
663,fma_large/000/000663.mp3,25 Lessons in HYPNOTISM,Ethan Persoff,Electronic
5967,fma_large/005/005967.mp3,Live at WFMU on Choking On Cufflinks 2/14/09,Cold Cave,Rock
45610,fma_large/045/045610.mp3,Robot,Tom Woxom,Electronic
404,fma_large/000/000404.mp3,On the Back of a Dying Beast: Volume 1,Borful Tang,Electronic
55918,fma_large/055/055918.mp3,"Live at WFMU on Beastin' The Airwaves with Keili on October 23, 2011",Heaven's Gate,Rock
8025,fma_large/008/008025.mp3,Live at WFMU on Pat Duncan's show 1/15/2009,Mondo Topless,Rock
29953,fma_large/029/029953.mp3,The DTV Beat Tape,Deal The Villain,Hip-Hop
77376,fma_large/077/077376.mp3,II,BJ Block & Dawn Pemberton,Jazz
16036,fma_large/016/016036.mp3,Charles Tournemire: Complete Recordings,Charles Tournemire,Classical
20000,fma_large/020/020000.mp3,Embered Recollections,Heosphoros,Rock
823,fma_large/000/000823.mp3,"Sir 12"" EP",Hecuba,Pop
72053,fma_large/072/072053.mp3,We Just Want The World,David Rovics,Folk
52228,fma_large/052/052228.mp3,Hypnomango EP,Hypnomango,Rock
48193,fma_large/048/048193.mp3,Navigations Nocturnes,Cosmic Analog Ensemble,Jazz
28405,fma_large/028/028405.mp3,Ask No Lies,Rob Steady,Electronic
12648,fma_large/012/012648.mp3,Live at WFMU on Talk's Cheap 5/12/2009,So Cow,Pop
16623,fma_large/016/016623.mp3,"Flores, Nubes, y Pajaritos",Victrola,Electronic
40879,fma_large/040/040879.mp3,Thee Christmas Mix Tape (2010),Enots (feat. Davey Von Stone),Electronic
6465,fma_large/006/006465.mp3,Live at WFMU on Irene Trudel's show 6/9/2008,Matt Bauer,Folk
115358,fma_large/115/115358.mp3,Relix (1996-2013),505,Electronic
49580,fma_large/049/049580.mp3,"Live at WFMU on Beastin' the Airwaves! June 14, 2011",MKRNI,Electronic
50210,fma_large/050/050210.mp3,Some Other Schmetzl,Chapelle 59,Rock
1699,fma_large/001/001699.mp3,Four Winds The Walker,Spires That in the Sunset Rise,Folk
1748,fma_large/001/001748.mp3,CordinRidin....,The Wire Orchestra,Rock
35377,fma_large/035/035377.mp3,New Adventures of Vernon Lenoir [PRT007a],Vernon Lenoir,Electronic
12050,fma_large/012/012050.mp3,Already Gone I,Big Blood,Folk
48150,fma_large/048/048150.mp3,The Joey Burns EP,Meanwhileproject.ltd,Pop
38541,fma_large/038/038541.mp3,Ao Vivo Na Capela da Misericórdia,Nobody's Bizness,Blues
42746,fma_large/042/042746.mp3,Inspired By You,Sleepy Town Manufacture,Electronic
39065,fma_large/039/039065.mp3,Jus Like Music & Apple Juice Break present: Oscillations Part 1,Bluntspeakers,Electronic
46262,fma_large/046/046262.mp3,"Reunion Show @ WFMU / FMA SXSW, March 18th 2011",The Endtables,Rock
23033,fma_large/023/023033.mp3,netBloc Vol. 26: N.E.T.A.U.D.I.O.,My Parasol,Pop
52216,fma_large/052/052216.mp3,"Live at WFMU on Beastin' The Airwaves! With Keili on August 7, 2011",Grooms,Rock
17823,fma_large/017/017823.mp3,WFMU live broadcast from Barbes on Transpacific Paradise 4/11/09,Scott Kettner's Brazilian Brass Band,International
65788,fma_large/065/065788.mp3,15 Etudes,Peter Rudenko,Classical
82894,fma_large/082/082894.mp3,"Live on WFMU's 100% Whatever with Mary Wing - March 21, 2013",Mice Parade,Folk
81664,fma_large/081/081664.mp3,Party,Podington Bear,Electronic
39421,fma_large/039/039421.mp3,"Live on WFMU's Cherry Blossom Clinic, Nov.13, 2010",Box Elders,Pop
69272,fma_large/069/069272.mp3,"Live at WFMU on Distort Jersey City, August 1 2012",Dark Ages,Rock
74938,fma_large/074/074938.mp3,netBloc Vol. 40: AAIR Attack,The Easton Ellises,Pop
35553,fma_large/035/035553.mp3,Garmisch,Garmisch,Pop
37123,fma_large/037/037123.mp3,Calling All Fiends,"Waiters, the",Rock
66097,fma_large/066/066097.mp3,Sweet Sister Starlight,Fit and the Conniptions,Blues
6405,fma_large/006/006405.mp3,Live at WFMU on Trouble's show 2/19/2009,MV + EE,Folk
41565,fma_large/041/041565.mp3,Absolute Balance,Musetta,Jazz
11582,fma_large/011/011582.mp3,All Music is Improvised,The Aperion Project,Jazz
39752,fma_large/039/039752.mp3,Looks(ee),Krestovsky,Rock
95841,fma_large/095/095841.mp3,Prisoner of Hormones,Toxic Lipstick,Rock
3225,fma_large/003/003225.mp3,Live at WFMU on Acapulco Dance Party on 7/15/2006,Watersports,Electronic
3592,fma_large/003/003592.mp3,Live at WFMU on Pat Duncan's Show on 3/23/2006,Double Dagger,Rock
122872,fma_large/122/122872.mp3,Antique Phonograph Music Program 02/10/2015,Zez Confrey,Old-Time / Historic
33220,fma_large/033/033220.mp3,Buzz.RO! 2010 [LCL00],Discoballs,Electronic
22559,fma_large/022/022559.mp3,Art Is Over,Exteenager,Electronic
91601,fma_large/091/091601.mp3,Out Of Control,Weerthof,Experimental
19707,fma_large/019/019707.mp3,Waters in Azure,Steffen Basho-Junghans,Folk
63773,fma_large/063/063773.mp3,"Live at WFMU on the Cherry Blossom Clinic with Terre T on April 14, 2012",Chain & The Gang,Rock
84983,fma_large/084/084983.mp3,Wake Up,The Kyoto Connection,Pop
29474,fma_large/029/029474.mp3,Fools,Falcao and Monashee,Folk
32821,fma_large/032/032821.mp3,Delocalized,Kirbi a.k.a. Denis Fomenko,Jazz
56476,fma_large/056/056476.mp3,"Live at WFMU on Brian Turner's Show on November 8, 2011",Call of the Wild,Rock
3259,fma_large/003/003259.mp3,Adept Live at WFMU on Keili's Show 10/26/2008,Adept,Rock
35612,fma_large/035/035612.mp3,Sunday Brunch With Stan,Stan,Pop
39571,fma_large/039/039571.mp3,Thread Soul,Revolution Void,Jazz
5182,fma_large/005/005182.mp3,Live at WFMU on Liz B's Show on 8/18/2008,caUSE co-MOTION,Pop
48158,fma_large/048/048158.mp3,Movements EP,Professor Kliq,Electronic
16424,fma_large/016/016424.mp3,Antique Phonograph Music Program 09/23/2008,Edward Hamilton,Old-Time / Historic
48834,fma_large/048/048834.mp3,Live from Blip Festival 2011,Peter Swimm,Rock
20724,fma_large/020/020724.mp3,Live at WFMU on The Cherry Blossom Clinic with Terre T 4/15/2006,The Choke,Rock
60280,fma_large/060/060280.mp3,Antique Phonograph Music Program 2/7/2012 Live from Brooklyn Farmacy & Soda Fountain,Ethel Ridley,Old-Time / Historic
23500,fma_large/023/023500.mp3,A Life in a Day,Candlestickmaker,Electronic
39671,fma_large/039/039671.mp3,Holy Burn,Uton,Folk
73958,fma_large/073/073958.mp3,Modern Antiques Vol 1 & 2,Silence Is Sexy,Pop
41415,fma_large/041/041415.mp3,Edison Cylinders,Victor Herbert Orchestra,Classical
32906,fma_large/032/032906.mp3,Revolutionner la vie quotidienne,Jungle is neutral,Electronic
29854,fma_large/029/029854.mp3,"Live at WFMU on Talk's Cheap, May 11th 2010",Big Troubles,Rock
35375,fma_large/035/035375.mp3,New Adventures of Vernon Lenoir [PRT007a],Vernon Lenoir,Electronic
5079,fma_large/005/005079.mp3,Boredom and Terror,Intelligence,Rock
32060,fma_large/032/032060.mp3,Never to be Released?,Michael Wells,Electronic
34355,fma_large/034/034355.mp3,Another Day On Earth,Another Day On Earth,Rock
4488,fma_large/004/004488.mp3,Voice or No Voice Live at WFMU on Pat Duncan's Show on 6/12/2008,Voice or No Voice,Rock
109516,fma_large/109/109516.mp3,Night Singers,Eric & Magill,Rock
1195,fma_large/001/001195.mp3,Seven New Songs,Mount Eerie,Folk
11104,fma_large/011/011104.mp3,No Hope for the Kids Live on KBOO,No Hope For The Kids,Rock
66739,fma_large/066/066739.mp3,Opening Doors: Music for Film and TV,Jamie Evans,Classical
78062,fma_large/078/078062.mp3,"Live on WFMU's Cherry Blossom Clinic - Feb 2, 2013",Parquet Courts,Rock
92029,fma_large/092/092029.mp3,Outer Space Is Nothing But A Lie,The Spectacular Fantastic,Pop
115670,fma_large/115/115670.mp3,Devoured by the Comfort Zone,The Mind Orchestra,Folk
18020,fma_large/018/018020.mp3,Antique Phonograph Music Program 04/21/2009,Mrs. Hardin Burley,Old-Time / Historic
37386,fma_large/037/037386.mp3,Leaves,Mattisson,Electronic
36430,fma_large/036/036430.mp3,Pixel Mixel,Bitbasic,Electronic
10091,fma_large/010/010091.mp3,Edison Blue Amberol: 2645,Jaudas' Society Orchestra,Old-Time / Historic
1118,fma_large/001/001118.mp3,Black Hole Rock,Mike Rep and the Quotas,Rock
124721,fma_large/124/124721.mp3,The Red Tape,K. Sparks,Hip-Hop
24315,fma_large/024/024315.mp3,Live at Jetto Festival,Daan Hendriks,International
98345,fma_large/098/098345.mp3,Live at the 2014 Golden Festival,Loretta Kelley,Folk
11133,fma_large/011/011133.mp3,Tesis,Kai,Rock
84987,fma_large/084/084987.mp3,Wake Up,The Kyoto Connection,Pop
24610,fma_large/024/024610.mp3,Live on WFMU's Airborne Event with Dan Bodah 1/17/2010,Jozef van Wissem,Classical
19352,fma_large/019/019352.mp3,The Facts,Kraus,Rock
4369,fma_large/004/004369.mp3,Live at WFMU on Cherry Blossom Clinic with Terre T's Show on 11/15/2002,Means,Rock
33543,fma_large/033/033543.mp3,Live in Nuremberg 2009,Calexico,Rock
46765,fma_large/046/046765.mp3,Jeremy Macachor,Jeremy Macachor,Rock
20488,fma_large/020/020488.mp3,Mob Action,Mob Action,Rock
33615,fma_large/033/033615.mp3,Intelligent Toys: We Make Music,EU,Electronic
19595,fma_large/019/019595.mp3,Live on WFMU's Transpacific Sound Paradise broadcast from Barbes 9/19/09,Clay Ross and Matuto,International
45517,fma_large/045/045517.mp3,Evils,Plusplus,Folk
12509,fma_large/012/012509.mp3,Strange Maine 1.20.07,Big Blood,Folk
46482,fma_large/046/046482.mp3,Electrical Shorts,Females,Electronic
118621,fma_large/118/118621.mp3,Night Unbound,Marrach with H. Stewart,Electronic
15272,fma_large/015/015272.mp3,Live at WFMU's Choking on Cufflinks with Michael Goodstein on 6/06/09,Liechtenstein,Rock
117883,fma_large/117/117883.mp3,"Live on WFMU's Burn It Down! with Nate K - April 12, 2015",Connections,Rock
44440,fma_large/044/044440.mp3,Masters of the Working Blues: Greatest Live on the Radio,Workdogs,Blues
81741,fma_large/081/081741.mp3,Reflective,Podington Bear,Electronic
671,fma_large/000/000671.mp3,Change Thoughts,Fanatic,Hip-Hop
4709,fma_large/004/004709.mp3,Wooden Shjips Live at ATP NY 2008,Wooden Shjips,Rock
6966,fma_large/006/006966.mp3,Live at WFMU on Stork's Show on 10/12/1997,Hat City Intuitive,Jazz
16394,fma_large/016/016394.mp3,Antique Phonograph Music Program 08/26/2008,Samuel Segal,Old-Time / Historic
19643,fma_large/019/019643.mp3,Abhayamudra,Cul de Sac/Damo Suzuki,Rock
47171,fma_large/047/047171.mp3,The Bandung Dubai Connection,SWERTE AND MADROTTER,Hip-Hop
33277,fma_large/033/033277.mp3,Bad Panda #38,Desmond & The Tutus,Rock
9866,fma_large/009/009866.mp3,Bangers Vs. Fuckers,Coachwhips,Rock
30013,fma_large/030/030013.mp3,This is the New Yeah!,Unsexy Nerd Ponies,Electronic
32522,fma_large/032/032522.mp3,"Live at WFMU on Bob W's show, 6/28/10",Krista Muir,Pop
35957,fma_large/035/035957.mp3,51%,51%,International
7450,fma_large/007/007450.mp3,"Live on WFMU from ATP NY, 2008",Brian Jonestown Massacre,Rock
14791,fma_large/014/014791.mp3,Philly Time!,Fidget,Electronic
33045,fma_large/033/033045.mp3,Later Days,Asthmaboy,Rock
155,fma_large/000/000155.mp3,unreleased demo,Arc and Sender,Rock
16337,fma_large/016/016337.mp3,Soda Fountain,Twizzle,Pop
38775,fma_large/038/038775.mp3,Sláinte,Sláinte,International
23524,fma_large/023/023524.mp3,Bataille And The Bird,Vernon Lenoir,Electronic
39520,fma_large/039/039520.mp3,E non sai quanto ci penso,Neeva,Electronic
41460,fma_large/041/041460.mp3,Education of the Noobz 1,Dragan Espenschied,Electronic
30896,fma_large/030/030896.mp3,L'Attentato ai Mondiali,Digi G'Alessio,Electronic
37459,fma_large/037/037459.mp3,Live at WFMU's Cherry Blossom Clinic 10/9/2010,John Wesley Coleman,Rock
33291,fma_large/033/033291.mp3,BUFFALO,COOLRUNNINGS,Pop
49096,fma_large/049/049096.mp3,Platos Combinados,Piccola Orchestra Gagarin,Rock
33338,fma_large/033/033338.mp3,Live at WFMU on Nat Roe's Show 7/17/10,PC Worship,Rock
20165,fma_large/020/020165.mp3,Antique Phonograph Music Program 05/19/2009,Nellie Melba,Old-Time / Historic
42533,fma_large/042/042533.mp3,"Starring - Live @ WFMU with Marty McSorley, Jan. 18 2011",Starring,Rock
13440,fma_large/013/013440.mp3,netBloc Vol. 06: Maniacally toying with your listening habits,Arrial,Electronic
34669,fma_large/034/034669.mp3,Zehu,51%,International
32878,fma_large/032/032878.mp3,Hearing The Earthtones After,Katrah-Quey,Hip-Hop
47443,fma_large/047/047443.mp3,Hard Limits,Rotor Perdition,Pop
179,fma_large/000/000179.mp3,Dracula Safari,Argumentix,Rock
3634,fma_large/003/003634.mp3,Live at WFMU on Marty McSorley's Show,Foot Village,Rock
67650,fma_large/067/067650.mp3,Suns of Neurons,Dyman,Rock
17842,fma_large/017/017842.mp3,Dynamic Disasters,Measles Mumps Rubella,Rock
3701,fma_large/003/003701.mp3,Hank IV Live at WFMU on Brian's Show on 11/18/2008,Hank IV,Rock
47056,fma_large/047/047056.mp3,Celebrating 50 Years,The United States Army Old Guard Fife and Drum Corps,Classical
120172,fma_large/120/120172.mp3,"Live on WFMU Shrunken Planet with Jeffrey Davison: May 16, 2015",Hope For Agoldensummer,Folk
3916,fma_large/003/003916.mp3,Live at WFMU on Irene Trudel's Show on 9/10/2007,Michael Holt,Folk
5269,fma_large/005/005269.mp3,Live at WFMU on Mike's Show on 7/11/2002,Dälek,Hip-Hop
6716,fma_large/006/006716.mp3,Live at WFMU on Diane Kamikaze's Fun Machine 2/12/2009,Tombs,Rock
37919,fma_large/037/037919.mp3,Game Boy Rock!!,Wizwars,Electronic
32453,fma_large/032/032453.mp3,"Live at Primavera Sound Festival, 05/27/10",Sic Alps,Rock
40512,fma_large/040/040512.mp3,Beattape Summer 2010,Duke Hugh,Hip-Hop
6780,fma_large/006/006780.mp3,Live at WFMU on Dan Bodah's Show on 4/6/2008,Cath and Phil Tyler,Folk
16388,fma_large/016/016388.mp3,Antique Phonograph Music Program 08/26/2008,Edison Vaudeville Company,Old-Time / Historic
58613,fma_large/058/058613.mp3,"Live at WFMU on Pseu's Thing With A Hook, Dec 23rd, 2011",Mike Viola,Rock
3756,fma_large/003/003756.mp3,"Live on WFMU's Brian Turner Show, Election Day 2008",Killdozer,Rock
16898,fma_large/016/016898.mp3,Meatje/Instrumentaal dink,D'r Sjaak,Pop
16049,fma_large/016/016049.mp3,20k9d,staRpauSe,Electronic
31358,fma_large/031/031358.mp3,Amigo Do Tempo,Mombojo,International
100855,fma_large/100/100855.mp3,Indie Pop Instrumentals,Blanket Music,Instrumental
4432,fma_large/004/004432.mp3,Live at WFMU on Terre T's Show on 1/24/2004,The Tokeleys,Rock
33349,fma_large/033/033349.mp3,Brun,KenLo Craqnuques,Electronic
1801,fma_large/001/001801.mp3,The Hidden Woman,Glove Compartment,Rock
64030,fma_large/064/064030.mp3,"Live on The Cherry Blossom Clinic with Terre T on April 21, 2012",Literature,Rock
6461,fma_large/006/006461.mp3,Live at WFMU on Irene Trudel's show 6/9/2008,Matt Bauer,Folk
36280,fma_large/036/036280.mp3,Bite Marks,Eaters,Rock
13746,fma_large/013/013746.mp3,Universal Dominance,Tha Connection,Hip-Hop
10363,fma_large/010/010363.mp3,Edison Blue Amberol: 2310,Manuel Romain,Old-Time / Historic
40224,fma_large/040/040224.mp3,"Hidup Itu Pendek, Seni Itu Panjang",Indie Art Wedding,Pop
8021,fma_large/008/008021.mp3,Live at WFMU on Pat Duncan's show 1/15/2009,Mondo Topless,Rock
113331,fma_large/113/113331.mp3,Animus Animal Anima,Chtin Mara,Electronic
30376,fma_large/030/030376.mp3,Nylon Sound,Brownstone Megaphone,Electronic
25236,fma_large/025/025236.mp3,3-song EP,Shroud Eater,Rock
84283,fma_large/084/084283.mp3,"Live On WFMU's Distort Jersey City with Deed Runlea - May 8, 2013",Gun Outfit,Rock
41456,fma_large/041/041456.mp3,Education of the Noobz 1,Dragan Espenschied,Electronic
